FIPS,County/Equivalent,Federal District Court,Public Attorney Search,State
48003,"Andrews County, TX",Western District of Texas,Yes,Texas
48005,"Angelina County, TX",Eastern District of Texas,No,Texas
48007,"Aransas County, TX",Southern District of Texas,Yes,Texas
48009,"Archer County, TX",Northern District of Texas,No,Texas
48011,"Armstrong County, TX",Northern District of Texas,No,Texas
48013,"Atascosa County, TX",Western District of Texas,Yes,Texas
48015,"Austin County, TX",Southern District of Texas,Yes,Texas
48017,"Bailey County, TX",Northern District of Texas,No,Texas
48019,"Bandera County, TX",Western District of Texas,Yes,Texas
48021,"Bastrop County, TX",Western District of Texas,Yes,Texas
48023,"Baylor County, TX",Northern District of Texas,No,Texas
48025,"Bee County, TX",Southern District of Texas,Yes,Texas
48027,"Bell County, TX",Western District of Texas,Yes,Texas
48029,"Bexar County, TX",Western District of Texas,Yes,Texas
48031,"Blanco County, TX",Western District of Texas,Yes,Texas
48033,"Borden County, TX",Northern District of Texas,No,Texas
48035,"Bosque County, TX",Western District of Texas,Yes,Texas
48037,"Bowie County, TX",Eastern District of Texas,No,Texas
48039,"Brazoria County, TX",Southern District of Texas,Yes,Texas
48041,"Brazos County, TX",Southern District of Texas,Yes,Texas
48043,"Brewster County, TX",Western District of Texas,Yes,Texas
48045,"Briscoe County, TX",Northern District of Texas,No,Texas
48047,"Brooks County, TX",Southern District of Texas,Yes,Texas
48049,"Brown County, TX",Northern District of Texas,No,Texas
48051,"Burleson County, TX",Western District of Texas,Yes,Texas
48053,"Burnet County, TX",Western District of Texas,Yes,Texas
48055,"Caldwell County, TX",Western District of Texas,Yes,Texas
48057,"Calhoun County, TX",Southern District of Texas,Yes,Texas
48059,"Callahan County, TX",Northern District of Texas,No,Texas
48061,"Cameron County, TX",Southern District of Texas,Yes,Texas
48063,"Camp County, TX",Eastern District of Texas,No,Texas
48065,"Carson County, TX",Northern District of Texas,No,Texas
48067,"Cass County, TX",Eastern District of Texas,No,Texas
48069,"Castro County, TX",Northern District of Texas,No,Texas
48071,"Chambers County, TX",Southern District of Texas,Yes,Texas
48073,"Cherokee County, TX",Eastern District of Texas,No,Texas
48075,"Childress County, TX",Northern District of Texas,No,Texas
48077,"Clay County, TX",Northern District of Texas,No,Texas
48079,"Cochran County, TX",Northern District of Texas,No,Texas
48081,"Coke County, TX",Northern District of Texas,No,Texas
48083,"Coleman County, TX",Northern District of Texas,No,Texas
48085,"Collin County, TX",Eastern District of Texas,No,Texas
48087,"Collingsworth County, TX",Northern District of Texas,No,Texas
48089,"Colorado County, TX",Southern District of Texas,Yes,Texas
48091,"Comal County, TX",Western District of Texas,Yes,Texas
48093,"Comanche County, TX",Northern District of Texas,No,Texas
48095,"Concho County, TX",Northern District of Texas,No,Texas
48097,"Cooke County, TX",Eastern District of Texas,No,Texas
48099,"Coryell County, TX",Western District of Texas,Yes,Texas
48101,"Cottle County, TX",Northern District of Texas,No,Texas
48103,"Crane County, TX",Western District of Texas,Yes,Texas
48105,"Crockett County, TX",Northern District of Texas,No,Texas
48107,"Crosby County, TX",Northern District of Texas,No,Texas
48109,"Culberson County, TX",Western District of Texas,Yes,Texas
48111,"Dallam County, TX",Northern District of Texas,No,Texas
48113,"Dallas County, TX",Northern District of Texas,No,Texas
48115,"Dawson County, TX",Northern District of Texas,No,Texas
48117,"Deaf Smith County, TX",Northern District of Texas,No,Texas
48119,"Delta County, TX",Eastern District of Texas,No,Texas
48121,"Denton County, TX",Eastern District of Texas,No,Texas
48123,"DeWitt County, TX",Southern District of Texas,Yes,Texas
48125,"Dickens County, TX",Northern District of Texas,No,Texas
48127,"Dimmit County, TX",Western District of Texas,Yes,Texas
48129,"Donley County, TX",Northern District of Texas,No,Texas
48131,"Duval County, TX",Southern District of Texas,Yes,Texas
48133,"Eastland County, TX",Northern District of Texas,No,Texas
48135,"Ector County, TX",Western District of Texas,Yes,Texas
48137,"Edwards County, TX",Western District of Texas,Yes,Texas
48139,"Ellis County, TX",Northern District of Texas,No,Texas
48141,"El Paso County, TX",Western District of Texas,Yes,Texas
48143,"Erath County, TX",Northern District of Texas,No,Texas
48145,"Falls County, TX",Western District of Texas,Yes,Texas
48147,"Fannin County, TX",Eastern District of Texas,No,Texas
48149,"Fayette County, TX",Southern District of Texas,Yes,Texas
48151,"Fisher County, TX",Northern District of Texas,No,Texas
48153,"Floyd County, TX",Northern District of Texas,No,Texas
48155,"Foard County, TX",Northern District of Texas,No,Texas
48157,"Fort Bend County, TX",Southern District of Texas,Yes,Texas
48159,"Franklin County, TX",Eastern District of Texas,No,Texas
48161,"Freestone County, TX",Western District of Texas,Yes,Texas
48163,"Frio County, TX",Western District of Texas,Yes,Texas
48165,"Gaines County, TX",Northern District of Texas,No,Texas
48167,"Galveston County, TX",Southern District of Texas,Yes,Texas
48169,"Garza County, TX",Northern District of Texas,No,Texas
48171,"Gillespie County, TX",Western District of Texas,Yes,Texas
48173,"Glasscock County, TX",Northern District of Texas,No,Texas
48175,"Goliad County, TX",Southern District of Texas,Yes,Texas
48177,"Gonzales County, TX",Western District of Texas,Yes,Texas
48179,"Gray County, TX",Northern District of Texas,No,Texas
48181,"Grayson County, TX",Eastern District of Texas,No,Texas
48183,"Gregg County, TX",Eastern District of Texas,No,Texas
48185,"Grimes County, TX",Southern District of Texas,Yes,Texas
48187,"Guadalupe County, TX",Western District of Texas,Yes,Texas
48189,"Hale County, TX",Northern District of Texas,No,Texas
48191,"Hall County, TX",Northern District of Texas,No,Texas
48193,"Hamilton County, TX",Western District of Texas,Yes,Texas
48195,"Hansford County, TX",Northern District of Texas,No,Texas
48197,"Hardeman County, TX",Northern District of Texas,No,Texas
48199,"Hardin County, TX",Eastern District of Texas,No,Texas
48201,"Harris County, TX",Southern District of Texas,Yes,Texas
48203,"Harrison County, TX",Eastern District of Texas,No,Texas
48205,"Hartley County, TX",Northern District of Texas,No,Texas
48207,"Haskell County, TX",Northern District of Texas,No,Texas
48209,"Hays County, TX",Western District of Texas,Yes,Texas
48211,"Hemphill County, TX",Northern District of Texas,No,Texas
48213,"Henderson County, TX",Eastern District of Texas,No,Texas
48215,"Hidalgo County, TX",Southern District of Texas,Yes,Texas
48217,"Hill County, TX",Western District of Texas,Yes,Texas
48219,"Hockley County, TX",Northern District of Texas,No,Texas
48221,"Hood County, TX",Northern District of Texas,No,Texas
48223,"Hopkins County, TX",Eastern District of Texas,No,Texas
48225,"Houston County, TX",Eastern District of Texas,No,Texas
48227,"Howard County, TX",Northern District of Texas,No,Texas
48229,"Hudspeth County, TX",Western District of Texas,Yes,Texas
48231,"Hunt County, TX",Northern District of Texas,No,Texas
48233,"Hutchinson County, TX",Northern District of Texas,No,Texas
48235,"Irion County, TX",Northern District of Texas,No,Texas
48237,"Jack County, TX",Northern District of Texas,No,Texas
48239,"Jackson County, TX",Southern District of Texas,Yes,Texas
48241,"Jasper County, TX",Eastern District of Texas,No,Texas
48243,"Jeff Davis County, TX",Western District of Texas,Yes,Texas
48245,"Jefferson County, TX",Eastern District of Texas,No,Texas
48247,"Jim Hogg County, TX",Southern District of Texas,Yes,Texas
48249,"Jim Wells County, TX",Southern District of Texas,Yes,Texas
48251,"Johnson County, TX",Northern District of Texas,No,Texas
48253,"Jones County, TX",Northern District of Texas,No,Texas
48255,"Karnes County, TX",Western District of Texas,Yes,Texas
48257,"Kaufman County, TX",Northern District of Texas,No,Texas
48259,"Kendall County, TX",Western District of Texas,Yes,Texas
48261,"Kenedy County, TX",Southern District of Texas,Yes,Texas
48263,"Kent County, TX",Northern District of Texas,No,Texas
48265,"Kerr County, TX",Western District of Texas,Yes,Texas
48267,"Kimble County, TX",Western District of Texas,Yes,Texas
48269,"King County, TX",Northern District of Texas,No,Texas
48271,"Kinney County, TX",Western District of Texas,Yes,Texas
48273,"Kleberg County, TX",Southern District of Texas,Yes,Texas
48275,"Knox County, TX",Northern District of Texas,No,Texas
48277,"Lamar County, TX",Eastern District of Texas,No,Texas
48279,"Lamb County, TX",Northern District of Texas,No,Texas
48281,"Lampasas County, TX",Western District of Texas,Yes,Texas
48283,"La Salle County, TX",Southern District of Texas,Yes,Texas
48285,"Lavaca County, TX",Southern District of Texas,Yes,Texas
48287,"Lee County, TX",Western District of Texas,Yes,Texas
48289,"Leon County, TX",Western District of Texas,Yes,Texas
48291,"Liberty County, TX",Eastern District of Texas,No,Texas
48293,"Limestone County, TX",Western District of Texas,Yes,Texas
48295,"Lipscomb County, TX",Northern District of Texas,No,Texas
48297,"Live Oak County, TX",Southern District of Texas,Yes,Texas
48299,"Llano County, TX",Western District of Texas,Yes,Texas
48301,"Loving County, TX",Western District of Texas,Yes,Texas
48303,"Lubbock County, TX",Northern District of Texas,No,Texas
48305,"Lynn County, TX",Northern District of Texas,No,Texas
48307,"McCulloch County, TX",Western District of Texas,Yes,Texas
48309,"McLennan County, TX",Western District of Texas,Yes,Texas
48311,"McMullen County, TX",Southern District of Texas,Yes,Texas
48313,"Madison County, TX",Southern District of Texas,Yes,Texas
48315,"Marion County, TX",Eastern District of Texas,No,Texas
48317,"Martin County, TX",Western District of Texas,Yes,Texas
48319,"Mason County, TX",Western District of Texas,Yes,Texas
48321,"Matagorda County, TX",Southern District of Texas,Yes,Texas
48323,"Maverick County, TX",Western District of Texas,Yes,Texas
48325,"Medina County, TX",Western District of Texas,Yes,Texas
48327,"Menard County, TX",Northern District of Texas,No,Texas
48329,"Midland County, TX",Western District of Texas,Yes,Texas
48331,"Milam County, TX",Western District of Texas,Yes,Texas
48333,"Mills County, TX",Northern District of Texas,No,Texas
48335,"Mitchell County, TX",Northern District of Texas,No,Texas
48337,"Montague County, TX",Northern District of Texas,No,Texas
48339,"Montgomery County, TX",Southern District of Texas,Yes,Texas
48341,"Moore County, TX",Northern District of Texas,No,Texas
48343,"Morris County, TX",Eastern District of Texas,No,Texas
48345,"Motley County, TX",Northern District of Texas,No,Texas
48347,"Nacogdoches County, TX",Eastern District of Texas,No,Texas
48349,"Navarro County, TX",Northern District of Texas,No,Texas
48351,"Newton County, TX",Eastern District of Texas,No,Texas
48353,"Nolan County, TX",Northern District of Texas,No,Texas
48355,"Nueces County, TX",Southern District of Texas,Yes,Texas
48357,"Ochiltree County, TX",Northern District of Texas,No,Texas
48359,"Oldham County, TX",Northern District of Texas,No,Texas
48361,"Orange County, TX",Eastern District of Texas,No,Texas
48363,"Palo Pinto County, TX",Northern District of Texas,No,Texas
48365,"Panola County, TX",Eastern District of Texas,No,Texas
48367,"Parker County, TX",Northern District of Texas,No,Texas
48369,"Parmer County, TX",Northern District of Texas,No,Texas
48371,"Pecos County, TX",Western District of Texas,Yes,Texas
48373,"Polk County, TX",Eastern District of Texas,No,Texas
48375,"Potter County, TX",Northern District of Texas,No,Texas
48377,"Presidio County, TX",Western District of Texas,Yes,Texas
48379,"Rains County, TX",Eastern District of Texas,No,Texas
48381,"Randall County, TX",Northern District of Texas,No,Texas
48383,"Reagan County, TX",Northern District of Texas,No,Texas
48385,"Real County, TX",Western District of Texas,Yes,Texas
48387,"Red River County, TX",Eastern District of Texas,No,Texas
48389,"Reeves County, TX",Western District of Texas,Yes,Texas
48391,"Refugio County, TX",Southern District of Texas,Yes,Texas
48393,"Roberts County, TX",Northern District of Texas,No,Texas
48395,"Robertson County, TX",Western District of Texas,Yes,Texas
48397,"Rockwall County, TX",Northern District of Texas,No,Texas
48399,"Runnels County, TX",Northern District of Texas,No,Texas
48401,"Rusk County, TX",Eastern District of Texas,No,Texas
48403,"Sabine County, TX",Eastern District of Texas,No,Texas
48405,"San Augustine County, TX",Eastern District of Texas,No,Texas
48407,"San Jacinto County, TX",Southern District of Texas,Yes,Texas
48409,"San Patricio County, TX",Southern District of Texas,Yes,Texas
48411,"San Saba County, TX",Western District of Texas,Yes,Texas
48413,"Schleicher County, TX",Northern District of Texas,No,Texas
48415,"Scurry County, TX",Northern District of Texas,No,Texas
48417,"Shackelford County, TX",Northern District of Texas,No,Texas
48419,"Shelby County, TX",Eastern District of Texas,No,Texas
48421,"Sherman County, TX",Northern District of Texas,No,Texas
48423,"Smith County, TX",Eastern District of Texas,No,Texas
48425,"Somervell County, TX",Western District of Texas,Yes,Texas
48427,"Starr County, TX",Southern District of Texas,Yes,Texas
48429,"Stephens County, TX",Northern District of Texas,No,Texas
48431,"Sterling County, TX",Northern District of Texas,No,Texas
48433,"Stonewall County, TX",Northern District of Texas,No,Texas
48435,"Sutton County, TX",Northern District of Texas,No,Texas
48437,"Swisher County, TX",Northern District of Texas,No,Texas
48439,"Tarrant County, TX",Northern District of Texas,No,Texas
48441,"Taylor County, TX",Northern District of Texas,No,Texas
48443,"Terrell County, TX",Western District of Texas,Yes,Texas
48445,"Terry County, TX",Northern District of Texas,No,Texas
48447,"Throckmorton County, TX",Northern District of Texas,No,Texas
48449,"Titus County, TX",Eastern District of Texas,No,Texas
48451,"Tom Green County, TX",Northern District of Texas,No,Texas
48453,"Travis County, TX",Western District of Texas,Yes,Texas
48455,"Trinity County, TX",Eastern District of Texas,No,Texas
48457,"Tyler County, TX",Eastern District of Texas,No,Texas
48459,"Upshur County, TX",Eastern District of Texas,No,Texas
48461,"Upton County, TX",Western District of Texas,Yes,Texas
48463,"Uvalde County, TX",Western District of Texas,Yes,Texas
48465,"Val Verde County, TX",Western District of Texas,Yes,Texas
48467,"Van Zandt County, TX",Eastern District of Texas,No,Texas
48469,"Victoria County, TX",Southern District of Texas,Yes,Texas
48471,"Walker County, TX",Southern District of Texas,Yes,Texas
48473,"Waller County, TX",Southern District of Texas,Yes,Texas
48475,"Ward County, TX",Western District of Texas,Yes,Texas
48477,"Washington County, TX",Western District of Texas,Yes,Texas
48479,"Webb County, TX",Southern District of Texas,Yes,Texas
48481,"Wharton County, TX",Southern District of Texas,Yes,Texas
48483,"Wheeler County, TX",Northern District of Texas,No,Texas
48485,"Wichita County, TX",Northern District of Texas,No,Texas
48487,"Wilbarger County, TX",Northern District of Texas,No,Texas
48489,"Willacy County, TX",Western District of Texas,Yes,Texas
48491,"Williamson County, TX",Western District of Texas,Yes,Texas
48493,"Wilson County, TX",Western District of Texas,Yes,Texas
48495,"Winkler County, TX",Western District of Texas,Yes,Texas
48497,"Wise County, TX",Northern District of Texas,No,Texas
48499,"Wood County, TX",Eastern District of Texas,No,Texas
48501,"Yoakum County, TX",Northern District of Texas,No,Texas
48503,"Young County, TX",Northern District of Texas,No,Texas
48505,"Zapata County, TX",Southern District of Texas,Yes,Texas
48507,"Zavala County, TX",Western District of Texas,Yes,Texas
49001,"Beaver County, UT",District of Utah,Yes,Utah
49003,"Box Elder County, UT",District of Utah,Yes,Utah
49005,"Cache County, UT",District of Utah,Yes,Utah
49007,"Carbon County, UT",District of Utah,Yes,Utah
49009,"Daggett County, UT",District of Utah,Yes,Utah
49011,"Davis County, UT",District of Utah,Yes,Utah
49013,"Duchesne County, UT",District of Utah,Yes,Utah
49015,"Emery County, UT",District of Utah,Yes,Utah
49017,"Garfield County, UT",District of Utah,Yes,Utah
49019,"Grand County, UT",District of Utah,Yes,Utah
49021,"Iron County, UT",District of Utah,Yes,Utah
49023,"Juab County, UT",District of Utah,Yes,Utah
49025,"Kane County, UT",District of Utah,Yes,Utah
49027,"Millard County, UT",District of Utah,Yes,Utah
49029,"Morgan County, UT",District of Utah,Yes,Utah
49031,"Piute County, UT",District of Utah,Yes,Utah
49033,"Rich County, UT",District of Utah,Yes,Utah
49035,"Salt Lake County, UT",District of Utah,Yes,Utah
49037,"San Juan County, UT",District of Utah,Yes,Utah
49039,"Sanpete County, UT",District of Utah,Yes,Utah
49041,"Sevier County, UT",District of Utah,Yes,Utah
49043,"Summit County, UT",District of Utah,Yes,Utah
49045,"Tooele County, UT",District of Utah,Yes,Utah
49047,"Uintah County, UT",District of Utah,Yes,Utah
49049,"Utah County, UT",District of Utah,Yes,Utah
49051,"Wasatch County, UT",District of Utah,Yes,Utah
49053,"Washington County, UT",District of Utah,Yes,Utah
49055,"Wayne County, UT",District of Utah,Yes,Utah
49057,"Weber County, UT",District of Utah,Yes,Utah
50001,"Addison County, VT",District of Vermont,No,Vermont
50003,"Bennington County, VT",District of Vermont,No,Vermont
50005,"Caledonia County, VT",District of Vermont,No,Vermont
50007,"Chittenden County, VT",District of Vermont,No,Vermont
50009,"Essex County, VT",District of Vermont,No,Vermont
50011,"Franklin County, VT",District of Vermont,No,Vermont
50013,"Grand Isle County, VT",District of Vermont,No,Vermont
50015,"Lamoille County, VT",District of Vermont,No,Vermont
50017,"Orange County, VT",District of Vermont,No,Vermont
50019,"Orleans County, VT",District of Vermont,No,Vermont
50021,"Rutland County, VT",District of Vermont,No,Vermont
50023,"Washington County, VT",District of Vermont,No,Vermont
50025,"Windham County, VT",District of Vermont,No,Vermont
50027,"Windsor County, VT",District of Vermont,No,Vermont
51001,"Accomack County, VA",Eastern District of Virginia,No,Virginia
51003,"Albemarle County, VA",Western District of Virginia,No,Virginia
51005,"Alleghany County, VA",Western District of Virginia,No,Virginia
51007,"Amelia County, VA",Eastern District of Virginia,No,Virginia
51009,"Amherst County, VA",Western District of Virginia,No,Virginia
51011,"Appomattox County, VA",Western District of Virginia,No,Virginia
51013,"Arlington County, VA",Eastern District of Virginia,No,Virginia
51015,"Augusta County, VA",Western District of Virginia,No,Virginia
51017,"Bath County, VA",Western District of Virginia,No,Virginia
51019,"Bedford County, VA",Western District of Virginia,No,Virginia
51021,"Bland County, VA",Western District of Virginia,No,Virginia
51023,"Botetourt County, VA",Western District of Virginia,No,Virginia
51025,"Brunswick County, VA",Eastern District of Virginia,No,Virginia
51027,"Buchanan County, VA",Western District of Virginia,No,Virginia
51029,"Buckingham County, VA",Western District of Virginia,No,Virginia
51031,"Campbell County, VA",Western District of Virginia,No,Virginia
51033,"Caroline County, VA",Eastern District of Virginia,No,Virginia
51035,"Carroll County, VA",Western District of Virginia,No,Virginia
51036,"Charles City County, VA",Eastern District of Virginia,No,Virginia
51037,"Charlotte County, VA",Western District of Virginia,No,Virginia
51041,"Chesterfield County, VA",Eastern District of Virginia,No,Virginia
51043,"Clarke County, VA",Western District of Virginia,No,Virginia
51045,"Craig County, VA",Western District of Virginia,No,Virginia
51047,"Culpeper County, VA",Western District of Virginia,No,Virginia
51049,"Cumberland County, VA",Western District of Virginia,No,Virginia
51051,"Dickenson County, VA",Western District of Virginia,No,Virginia
51053,"Dinwiddie County, VA",Eastern District of Virginia,No,Virginia
51057,"Essex County, VA",Eastern District of Virginia,No,Virginia
51059,"Fairfax County, VA",Eastern District of Virginia,No,Virginia
51061,"Fauquier County, VA",Eastern District of Virginia,No,Virginia
51063,"Floyd County, VA",Western District of Virginia,No,Virginia
51065,"Fluvanna County, VA",Western District of Virginia,No,Virginia
51067,"Franklin County, VA",Western District of Virginia,No,Virginia
51069,"Frederick County, VA",Western District of Virginia,No,Virginia
51071,"Giles County, VA",Western District of Virginia,No,Virginia
51073,"Gloucester County, VA",Eastern District of Virginia,No,Virginia
51075,"Goochland County, VA",Eastern District of Virginia,No,Virginia
51077,"Grayson County, VA",Western District of Virginia,No,Virginia
51079,"Greene County, VA",Western District of Virginia,No,Virginia
51081,"Greensville County, VA",Eastern District of Virginia,No,Virginia
51083,"Halifax County, VA",Western District of Virginia,No,Virginia
51085,"Hanover County, VA",Eastern District of Virginia,No,Virginia
51087,"Henrico County, VA",Eastern District of Virginia,No,Virginia
51089,"Henry County, VA",Western District of Virginia,No,Virginia
51091,"Highland County, VA",Western District of Virginia,No,Virginia
51093,"Isle of Wight County, VA",Eastern District of Virginia,No,Virginia
51095,"James City County, VA",Eastern District of Virginia,No,Virginia
51097,"King and Queen County, VA",Eastern District of Virginia,No,Virginia
51099,"King George County, VA",Eastern District of Virginia,No,Virginia
51101,"King William County, VA",Eastern District of Virginia,No,Virginia
51103,"Lancaster County, VA",Eastern District of Virginia,No,Virginia
51105,"Lee County, VA",Western District of Virginia,No,Virginia
51107,"Loudoun County, VA",Eastern District of Virginia,No,Virginia
51109,"Louisa County, VA",Western District of Virginia,No,Virginia
51111,"Lunenburg County, VA",Eastern District of Virginia,No,Virginia
51113,"Madison County, VA",Western District of Virginia,No,Virginia
51115,"Mathews County, VA",Eastern District of Virginia,No,Virginia
51117,"Mecklenburg County, VA",Eastern District of Virginia,No,Virginia
51119,"Middlesex County, VA",Eastern District of Virginia,No,Virginia
51121,"Montgomery County, VA",Western District of Virginia,No,Virginia
51125,"Nelson County, VA",Western District of Virginia,No,Virginia
51127,"New Kent County, VA",Eastern District of Virginia,No,Virginia
51131,"Northampton County, VA",Eastern District of Virginia,No,Virginia
51133,"Northumberland County, VA",Eastern District of Virginia,No,Virginia
51135,"Nottoway County, VA",Eastern District of Virginia,No,Virginia
51137,"Orange County, VA",Western District of Virginia,No,Virginia
51139,"Page County, VA",Western District of Virginia,No,Virginia
51141,"Patrick County, VA",Western District of Virginia,No,Virginia
51143,"Pittsylvania County, VA",Western District of Virginia,No,Virginia
51145,"Powhatan County, VA",Eastern District of Virginia,No,Virginia
51147,"Prince Edward County, VA",Eastern District of Virginia,No,Virginia
51149,"Prince George County, VA",Eastern District of Virginia,No,Virginia
51153,"Prince William County, VA",Eastern District of Virginia,No,Virginia
51155,"Pulaski County, VA",Western District of Virginia,No,Virginia
51157,"Rappahannock County, VA",Western District of Virginia,No,Virginia
51159,"Richmond County, VA",Eastern District of Virginia,No,Virginia
51161,"Roanoke County, VA",Western District of Virginia,No,Virginia
51163,"Rockbridge County, VA",Western District of Virginia,No,Virginia
51165,"Rockingham County, VA",Western District of Virginia,No,Virginia
51167,"Russell County, VA",Western District of Virginia,No,Virginia
51169,"Scott County, VA",Western District of Virginia,No,Virginia
51171,"Shenandoah County, VA",Western District of Virginia,No,Virginia
51173,"Smyth County, VA",Western District of Virginia,No,Virginia
51175,"Southampton County, VA",Eastern District of Virginia,No,Virginia
51177,"Spotsylvania County, VA",Eastern District of Virginia,No,Virginia
51179,"Stafford County, VA",Eastern District of Virginia,No,Virginia
51181,"Surry County, VA",Eastern District of Virginia,No,Virginia
51183,"Sussex County, VA",Eastern District of Virginia,No,Virginia
51185,"Tazewell County, VA",Western District of Virginia,No,Virginia
51187,"Warren County, VA",Western District of Virginia,No,Virginia
51191,"Washington County, VA",Western District of Virginia,No,Virginia
51193,"Westmoreland County, VA",Eastern District of Virginia,No,Virginia
51195,"Wise County, VA",Western District of Virginia,No,Virginia
51197,"Wythe County, VA",Western District of Virginia,No,Virginia
51199,"York County, VA",Eastern District of Virginia,No,Virginia
51510,"Alexandria city, VA",Eastern District of Virginia,No,Virginia
51520,"Bristol city, VA",Western District of Virginia,No,Virginia
51530,"Buena Vista city, VA",Western District of Virginia,No,Virginia
51540,"Charlottesville city, VA",Western District of Virginia,No,Virginia
51550,"Chesapeake city, VA",Eastern District of Virginia,No,Virginia
51570,"Colonial Heights city, VA",Eastern District of Virginia,No,Virginia
51580,"Covington city, VA",Western District of Virginia,No,Virginia
51590,"Danville city, VA",Western District of Virginia,No,Virginia
51595,"Emporia city, VA",Western District of Virginia,No,Virginia
51600,"Fairfax city, VA",Eastern District of Virginia,No,Virginia
51610,"Falls Church city, VA",Eastern District of Virginia,No,Virginia
51620,"Franklin city, VA",Western District of Virginia,No,Virginia
51630,"Fredericksburg city, VA",Western District of Virginia,No,Virginia
51640,"Galax city, VA",Western District of Virginia,No,Virginia
51650,"Hampton city, VA",Eastern District of Virginia,No,Virginia
51660,"Harrisonburg city, VA",Western District of Virginia,No,Virginia
51670,"Hopewell city, VA",Western District of Virginia,No,Virginia
51678,"Lexington city, VA",Western District of Virginia,No,Virginia
51680,"Lynchburg city, VA",Western District of Virginia,No,Virginia
51683,"Manassas city, VA",Eastern District of Virginia,No,Virginia
51685,"Manassas Park city, VA",Eastern District of Virginia,No,Virginia
51690,"Martinsville city, VA",Western District of Virginia,No,Virginia
51700,"Newport News city, VA",Eastern District of Virginia,No,Virginia
51710,"Norfolk city, VA",Eastern District of Virginia,No,Virginia
51720,"Norton city, VA",Western District of Virginia,No,Virginia
51730,"Petersburg city, VA",Western District of Virginia,No,Virginia
51735,"Poquoson city, VA",Eastern District of Virginia,No,Virginia
51740,"Portsmouth city, VA",Eastern District of Virginia,No,Virginia
51750,"Radford city, VA",Western District of Virginia,No,Virginia
51760,"Richmond city, VA",Western District of Virginia,No,Virginia
51770,"Roanoke city, VA",Western District of Virginia,No,Virginia
51775,"Salem city, VA",Western District of Virginia,No,Virginia
51790,"Staunton city, VA",Western District of Virginia,No,Virginia
51800,"Suffolk city, VA",Eastern District of Virginia,No,Virginia
51810,"Virginia Beach city, VA",Eastern District of Virginia,No,Virginia
51820,"Waynesboro city, VA",Western District of Virginia,No,Virginia
51830,"Williamsburg city, VA",Eastern District of Virginia,No,Virginia
51840,"Winchester city, VA",Western District of Virginia,No,Virginia
53001,"Adams County, WA",Eastern District of Washington,No,Washington
53003,"Asotin County, WA",Eastern District of Washington,No,Washington
53005,"Benton County, WA",Eastern District of Washington,No,Washington
53007,"Chelan County, WA",Eastern District of Washington,No,Washington
53009,"Clallam County, WA",Western District of Washington,No,Washington
53011,"Clark County, WA",Western District of Washington,No,Washington
53013,"Columbia County, WA",Eastern District of Washington,No,Washington
53015,"Cowlitz County, WA",Western District of Washington,No,Washington
53017,"Douglas County, WA",Eastern District of Washington,No,Washington
53019,"Ferry County, WA",Eastern District of Washington,No,Washington
53021,"Franklin County, WA",Eastern District of Washington,No,Washington
53023,"Garfield County, WA",Eastern District of Washington,No,Washington
53025,"Grant County, WA",Eastern District of Washington,No,Washington
53027,"Grays Harbor County, WA",Western District of Washington,No,Washington
53029,"Island County, WA",Western District of Washington,No,Washington
53031,"Jefferson County, WA",Western District of Washington,No,Washington
53033,"King County, WA",Western District of Washington,No,Washington
53035,"Kitsap County, WA",Western District of Washington,No,Washington
53037,"Kittitas County, WA",Eastern District of Washington,No,Washington
53039,"Klickitat County, WA",Eastern District of Washington,No,Washington
53041,"Lewis County, WA",Western District of Washington,No,Washington
53043,"Lincoln County, WA",Eastern District of Washington,No,Washington
53045,"Mason County, WA",Western District of Washington,No,Washington
53047,"Okanogan County, WA",Eastern District of Washington,No,Washington
53049,"Pacific County, WA",Western District of Washington,No,Washington
53051,"Pend Oreille County, WA",Eastern District of Washington,No,Washington
53053,"Pierce County, WA",Western District of Washington,No,Washington
53055,"San Juan County, WA",Western District of Washington,No,Washington
53057,"Skagit County, WA",Western District of Washington,No,Washington
53059,"Skamania County, WA",Western District of Washington,No,Washington
53061,"Snohomish County, WA",Western District of Washington,No,Washington
53063,"Spokane County, WA",Eastern District of Washington,No,Washington
53065,"Stevens County, WA",Eastern District of Washington,No,Washington
53067,"Thurston County, WA",Western District of Washington,No,Washington
53069,"Wahkiakum County, WA",Western District of Washington,No,Washington
53071,"Walla Walla County, WA",Eastern District of Washington,No,Washington
53073,"Whatcom County, WA",Western District of Washington,No,Washington
53075,"Whitman County, WA",Eastern District of Washington,No,Washington
53077,"Yakima County, WA",Eastern District of Washington,No,Washington
54001,"Barbour County, WV",Northern District of West Virginia,No,West Virginia
54003,"Berkeley County, WV",Northern District of West Virginia,No,West Virginia
54005,"Boone County, WV",Southern District of West Virginia,No,West Virginia
54007,"Braxton County, WV",Northern District of West Virginia,No,West Virginia
54009,"Brooke County, WV",Northern District of West Virginia,No,West Virginia
54011,"Cabell County, WV",Southern District of West Virginia,No,West Virginia
54013,"Calhoun County, WV",Northern District of West Virginia,No,West Virginia
54015,"Clay County, WV",Southern District of West Virginia,No,West Virginia
54017,"Doddridge County, WV",Northern District of West Virginia,No,West Virginia
54019,"Fayette County, WV",Southern District of West Virginia,No,West Virginia
54021,"Gilmer County, WV",Northern District of West Virginia,No,West Virginia
54023,"Grant County, WV",Northern District of West Virginia,No,West Virginia
